Time Increment,Dock #,Truck Driver's Name,Delivery Company,Crate ID,Crate Value,Dock Status
900 Minutes,1,Arthur Morgan,IBM,993314,312.16$,Truck Still Unloading
900 Minutes,2,Alvedronning,LabConnect,428063,170.11$,Truck Still Unloading
900 Minutes,3,Master Chief,Aperture Science,183249,107.76$,Dock is Empty
900 Minutes,4,Jill Valentine,Cerberus,7510,201.92$,Truck Still Unloading
900 Minutes,5,Lady Dimitrescu,Conseillers en gestion et informatique,168620,486.33$,Truck Still Unloading
930 Minutes,1,Arthur Morgan,IBM,256834,251.45$,Truck Still Unloading
930 Minutes,2,Alvedronning,LabConnect,858154,90.28$,Truck Still Unloading
930 Minutes,3,Ryan Oler,Umbrella,989694,86.73$,Truck Still Unloading
930 Minutes,4,Jill Valentine,Cerberus,681903,306.56$,Truck Still Unloading
930 Minutes,5,Lady Dimitrescu,Conseillers en gestion et informatique,744597,334.5$,Truck Still Unloading
960 Minutes,1,Arthur Morgan,IBM,274877,452.85$,Truck Still Unloading
960 Minutes,2,Alvedronning,LabConnect,136895,375.43$,Truck Still Unloading
960 Minutes,3,Ryan Oler,Umbrella,914595,93.24$,Truck Still Unloading
960 Minutes,4,Jill Valentine,Cerberus,363652,451.99$,Dock is Empty
960 Minutes,5,Lady Dimitrescu,Conseillers en gestion et informatique,20458,81.69$,Dock is Empty
990 Minutes,1,Arthur Morgan,IBM,637893,344.78$,Dock Still Occupied
990 Minutes,2,Alvedronning,LabConnect,828343,298.76$,Dock is Empty
990 Minutes,3,Ryan Oler,Umbrella,472704,424.98$,Truck Still Unloading
990 Minutes,4,Brittany Mitchell,Perserbid,988390,169.14$,Truck Still Unloading
1020 Minutes,1,Master Chief,Hyperion,329180,155.49$,Truck Still Unloading
1020 Minutes,3,Ryan Oler,Umbrella,199908,429.3$,Truck Still Unloading
1020 Minutes,4,Brittany Mitchell,Perserbid,468049,151.75$,Dock is Empty
1020 Minutes,5,Arthur Morgan,IBM,157842,495.03$,Truck Still Unloading
1050 Minutes,1,Master Chief,Hyperion,469005,483.76$,Truck Still Unloading
1050 Minutes,3,Ryan Oler,Umbrella,12297,231.66$,Dock is Empty
1050 Minutes,4,Micheal,IBM,782861,198.06$,Truck Still Unloading
1050 Minutes,5,Arthur Morgan,IBM,6949,298.75$,Truck Still Unloading
1080 Minutes,1,Master Chief,Hyperion,933409,62.31$,Truck Still Unloading
1080 Minutes,2,Ruby Young,Umbrella,599850,498.25$,Truck Still Unloading
1080 Minutes,4,Micheal,IBM,75093,160.93$,Truck Still Unloading
1080 Minutes,5,Arthur Morgan,IBM,408538,478.3$,Truck Still Unloading
1110 Minutes,1,Master Chief,Hyperion,858885,176.76$,Truck Still Unloading
1110 Minutes,2,Ruby Young,Umbrella,669935,368$,Dock is Empty
1110 Minutes,3,Christopher Keller,Cisco,320975,317.24$,Truck Still Unloading
1110 Minutes,4,Micheal,IBM,356615,131.85$,Dock is Empty
1110 Minutes,5,Arthur Morgan,IBM,935682,360.86$,Truck Still Unloading
1140 Minutes,1,Master Chief,Hyperion,854121,263.58$,Truck Still Unloading
1140 Minutes,3,Christopher Keller,Cisco,315184,466.87$,Truck Still Unloading
1140 Minutes,4,Lara Croft,Siemens,870590,127.43$,Truck Still Unloading
1140 Minutes,5,Arthur Morgan,IBM,771101,161.63$,Truck Still Unloading
1170 Minutes,1,Master Chief,Hyperion,866006,123.36$,Truck Still Unloading
1170 Minutes,2,Ada Wong,Sony,630014,96.22$,Dock is Empty
1170 Minutes,3,Christopher Keller,Cisco,22210,474.2$,Dock is Empty
1170 Minutes,4,Lara Croft,Siemens,241091,165.73$,Truck Still Unloading
1170 Minutes,5,Arthur Morgan,IBM,750576,266.44$,Dock is Empty
1200 Minutes,1,Master Chief,Hyperion,855498,353.2$,Dock is Empty
1200 Minutes,4,Lara Croft,Siemens,212977,148.02$,Truck Still Unloading
1200 Minutes,5,Mario,Atlas,666169,398.97$,Truck Still Unloading
1230 Minutes,1,Hero,Vladof,698024,288.17$,Truck Still Unloading
1230 Minutes,4,Lara Croft,Siemens,464809,390.63$,Truck Still Unloading
1230 Minutes,5,Mario,Atlas,658849,95.88$,Dock is Empty
1260 Minutes,1,Hero,Vladof,314735,381.11$,Truck Still Unloading
1260 Minutes,4,Lara Croft,Siemens,695683,287.92$,Truck Still Unloading
1260 Minutes,5,Donald Gotterbarn,Umbrella,139774,164.15$,Truck Still Unloading
1290 Minutes,1,Hero,Vladof,881027,230.9$,Truck Still Unloading
1290 Minutes,2,Alvedronning,Sony,656704,355.85$,Truck Still Unloading
1290 Minutes,4,Lara Croft,Siemens,436079,244.5$,Dock is Empty
1290 Minutes,5,Donald Gotterbarn,Umbrella,213875,259.51$,Truck Still Unloading
1320 Minutes,1,Hero,Vladof,741807,157.96$,Truck Still Unloading
1320 Minutes,2,Alvedronning,Sony,195030,203.7$,Truck Still Unloading
1320 Minutes,3,Luigi,Vladof,217413,489.8$,Truck Still Unloading
1320 Minutes,5,Donald Gotterbarn,Umbrella,899571,380.93$,Dock is Empty
1350 Minutes,1,Hero,Vladof,754964,422.33$,Dock is Empty
1350 Minutes,2,Alvedronning,Sony,52613,349.15$,Dock is Empty
1350 Minutes,3,Luigi,Vladof,521882,141.84$,Truck Still Unloading
1350 Minutes,4,Franklin,Dahl,764823,490.51$,Truck Still Unloading
1380 Minutes,3,Luigi,Vladof,257079,149.22$,Truck Still Unloading
1380 Minutes,4,Franklin,Dahl,374687,244.03$,Truck Still Unloading
1380 Minutes,5,Pikachu,Xamarin,723387,362.07$,Truck Still Unloading
1410 Minutes,1,William Rochelle,SS Munitions,379532,102.35$,Truck Still Unloading
1410 Minutes,3,Luigi,Vladof,228060,298.84$,Dock is Empty
1410 Minutes,4,Franklin,Dahl,216086,205.77$,Truck Still Unloading
1410 Minutes,5,Pikachu,Xamarin,639538,378.44$,Truck Still Unloading
1440 Minutes,1,William Rochelle,SS Munitions,368140,230.98$,Truck Still Unloading
1440 Minutes,2,Master Chief,Umbrella,448136,436.66$,Truck Still Unloading
1440 Minutes,4,Franklin,Dahl,667624,173.18$,Dock is Empty
1440 Minutes,5,Pikachu,Xamarin,650543,248.58$,Dock is Empty
