Time Increment,Dock #,Truck Driver's Name,Delivery Company,Crate ID,Crate Value,Dock Status
1320 Minutes,6,Lara Croft,Supergiant Games,505720,267.66$,Truck Still Unloading
1320 Minutes,7,Miss Lyn,Oracle,621523,146.76$,Dock is Empty
1350 Minutes,5,David Tarnoff,Eastman,250026,344.35$,Dock is Empty
1350 Minutes,6,Lara Croft,Supergiant Games,689794,409.64$,Truck Still Unloading
1350 Minutes,7,John Marston,Eridian,730581,176.38$,Truck Still Unloading
1380 Minutes,6,Lara Croft,Supergiant Games,413845,332.19$,Dock is Empty
1380 Minutes,7,John Marston,Eridian,88897,411.89$,Truck Still Unloading
1380 Minutes,8,John Marston,Dahl,300241,72.9$,Truck Still Unloading
1410 Minutes,7,John Marston,Eridian,528945,355.74$,Dock is Empty
1410 Minutes,8,John Marston,Dahl,654744,153.68$,Truck Still Unloading
1410 Minutes,9,Tera,Tediore,23783,381.54$,Truck Still Unloading
1440 Minutes,1,Garfield Arbuckle,Synaptian,945001,417.83$,Truck Still Unloading
1440 Minutes,8,John Marston,Dahl,488969,88.44$,Truck Still Unloading
1440 Minutes,9,Tera,Tediore,502242,298.82$,Truck Still Unloading
