Time Increment,Dock #,Truck Driver's Name,Delivery Company,Crate ID,Crate Value,Dock Status
870 Minutes,1,Ren Amamiya,Cisco,465745,434.07$,Truck Still Unloading
870 Minutes,2,Arthur Morgan,Atlas,709140,161.21$,Truck Still Unloading
870 Minutes,6,Trevor,LabConnect,746888,94.9$,Truck Still Unloading
870 Minutes,7,Meaghan Heimbach,Black Mesa,163212,156.94$,Truck Still Unloading
870 Minutes,8,Brittany Mitchell,Cisco,36311,481.21$,Truck Still Unloading
900 Minutes,1,Ren Amamiya,Cisco,998722,180.68$,Dock is Empty
900 Minutes,2,Arthur Morgan,Atlas,779466,196.4$,Truck Still Unloading
900 Minutes,3,Shemmy,LabConnect,346123,483.32$,Truck Still Unloading
900 Minutes,6,Trevor,LabConnect,960790,418.2$,Dock is Empty
900 Minutes,7,Meaghan Heimbach,Black Mesa,764935,295.56$,Dock is Empty
900 Minutes,8,Brittany Mitchell,Cisco,221573,356.35$,Truck Still Unloading
930 Minutes,2,Arthur Morgan,Atlas,846288,255.2$,Truck Still Unloading
930 Minutes,3,Shemmy,LabConnect,352935,119.75$,Dock is Empty
930 Minutes,4,Miss Lyn,Perserbid,589664,51.44$,Truck Still Unloading
930 Minutes,8,Brittany Mitchell,Cisco,123694,365.83$,Dock is Empty
960 Minutes,2,Arthur Morgan,Atlas,504004,162.17$,Truck Still Unloading
960 Minutes,4,Miss Lyn,Perserbid,6633,108.09$,Truck Still Unloading
960 Minutes,5,Brian Bennett,Perserbid,557782,265.55$,Truck Still Unloading
990 Minutes,2,Arthur Morgan,Atlas,486686,410.83$,Truck Still Unloading
990 Minutes,4,Miss Lyn,Perserbid,490060,349.62$,Truck Still Unloading
990 Minutes,5,Brian Bennett,Perserbid,328268,339.96$,Truck Still Unloading
990 Minutes,6,Meaghan Heimbach,Oak Ridge National Laboratory,24406,254.9$,Truck Still Unloading
1020 Minutes,2,Arthur Morgan,Atlas,478030,424$,Dock is Empty
1020 Minutes,4,Miss Lyn,Perserbid,817292,279.67$,Truck Still Unloading
1020 Minutes,5,Brian Bennett,Perserbid,288211,494.36$,Truck Still Unloading
1020 Minutes,6,Meaghan Heimbach,Oak Ridge National Laboratory,169182,124.15$,Truck Still Unloading
1020 Minutes,7,Mario,Vault Tec,816064,225.83$,Truck Still Unloading
1050 Minutes,4,Miss Lyn,Perserbid,365097,377.58$,Dock is Empty
1050 Minutes,5,Brian Bennett,Perserbid,775646,288.75$,Truck Still Unloading
1050 Minutes,6,Meaghan Heimbach,Oak Ridge National Laboratory,494544,475.75$,Truck Still Unloading
1050 Minutes,7,Mario,Vault Tec,36469,87.78$,Truck Still Unloading
1050 Minutes,8,John Marston,AVEVA,933874,294.61$,Truck Still Unloading
1080 Minutes,1,Ada Wong,Maliwan,836511,332.76$,Truck Still Unloading
1080 Minutes,5,Brian Bennett,Perserbid,598571,274.05$,Dock is Empty
1080 Minutes,6,Meaghan Heimbach,Oak Ridge National Laboratory,39062,173.77$,Dock is Empty
1080 Minutes,7,Mario,Vault Tec,133036,127.93$,Dock is Empty
1080 Minutes,8,John Marston,AVEVA,871714,218.28$,Dock is Empty
1110 Minutes,1,Ada Wong,Maliwan,287208,399.03$,Truck Still Unloading
1110 Minutes,2,Daniel Hedden,Hyperion,693521,174.79$,Truck Still Unloading
1140 Minutes,1,Ada Wong,Maliwan,371401,400.86$,Truck Still Unloading
1140 Minutes,2,Daniel Hedden,Hyperion,727857,464.51$,Truck Still Unloading
1140 Minutes,3,Katie Wilson,Siemens,361043,159.96$,Truck Still Unloading
1170 Minutes,1,Ada Wong,Maliwan,948204,260.95$,Dock is Empty
1170 Minutes,2,Daniel Hedden,Hyperion,530395,432.74$,Truck Still Unloading
1170 Minutes,3,Katie Wilson,Siemens,675100,388.84$,Truck Still Unloading
1170 Minutes,4,Tera,ServiceNow,823424,169.54$,Truck Still Unloading
1200 Minutes,2,Daniel Hedden,Hyperion,905869,341.75$,Truck Still Unloading
1200 Minutes,3,Katie Wilson,Siemens,941066,275.32$,Truck Still Unloading
1200 Minutes,4,Tera,ServiceNow,477119,393.93$,Truck Still Unloading
1200 Minutes,5,Franklin,Landgraab Industries,617162,497.39$,Truck Still Unloading
1230 Minutes,2,Daniel Hedden,Hyperion,97581,75.91$,Dock is Empty
1230 Minutes,3,Katie Wilson,Siemens,399927,374.71$,Truck Still Unloading
1230 Minutes,4,Tera,ServiceNow,929099,418.47$,Truck Still Unloading
1230 Minutes,5,Franklin,Landgraab Industries,738318,267.77$,Truck Still Unloading
1230 Minutes,6,Solid Snake,Sony,7675,449.45$,Truck Still Unloading
1260 Minutes,3,Katie Wilson,Siemens,665919,80.83$,Truck Still Unloading
1260 Minutes,4,Tera,ServiceNow,218558,388.42$,Truck Still Unloading
1260 Minutes,5,Franklin,Landgraab Industries,970688,477.41$,Truck Still Unloading
1260 Minutes,6,Solid Snake,Sony,37888,380.37$,Truck Still Unloading
1260 Minutes,7,Brittany Mitchell,Nintendo,742641,173.74$,Truck Still Unloading
1290 Minutes,3,Katie Wilson,Siemens,402151,58.87$,Truck Still Unloading
1290 Minutes,4,Tera,ServiceNow,532519,312.24$,Dock is Empty
1290 Minutes,5,Franklin,Landgraab Industries,405466,52.68$,Truck Still Unloading
1290 Minutes,6,Solid Snake,Sony,916849,225.57$,Dock is Empty
1290 Minutes,7,Brittany Mitchell,Nintendo,161853,393.42$,Dock is Empty
1290 Minutes,8,Katie Wilson,Eridian,584944,200.02$,Truck Still Unloading
1320 Minutes,3,Katie Wilson,Siemens,812718,141.78$,Truck Still Unloading
1320 Minutes,5,Franklin,Landgraab Industries,303530,193.97$,Dock is Empty
1320 Minutes,6,Scott Koterbay,Siemens,742090,179.49$,Truck Still Unloading
1320 Minutes,8,Katie Wilson,Eridian,226071,71.88$,Truck Still Unloading
1350 Minutes,3,Katie Wilson,Siemens,223828,406.86$,Truck Still Unloading
1350 Minutes,6,Scott Koterbay,Siemens,154133,285.03$,Dock is Empty
1350 Minutes,7,Ren Amamiya,FAZBEAR ENTERTAINMENT INC,542573,452.69$,Truck Still Unloading
1350 Minutes,8,Katie Wilson,Eridian,711711,374.82$,Truck Still Unloading
1380 Minutes,3,Katie Wilson,Siemens,167069,340.34$,Dock is Empty
1380 Minutes,4,Lara Croft,Hyperion,368902,241.53$,Truck Still Unloading
1380 Minutes,7,Ren Amamiya,FAZBEAR ENTERTAINMENT INC,386185,174.69$,Truck Still Unloading
1380 Minutes,8,Katie Wilson,Eridian,824946,443.21$,Truck Still Unloading
1410 Minutes,4,Lara Croft,Hyperion,91961,378.52$,Dock is Empty
1410 Minutes,5,Link,Landgraab Industries,25745,318.39$,Truck Still Unloading
1410 Minutes,7,Ren Amamiya,FAZBEAR ENTERTAINMENT INC,5133,398.3$,Truck Still Unloading
1410 Minutes,8,Katie Wilson,Eridian,8314,268.29$,Truck Still Unloading
1440 Minutes,5,Link,Landgraab Industries,393637,102.22$,Truck Still Unloading
1440 Minutes,6,Elijah Combs,Tediore,981664,289.11$,Truck Still Unloading
1440 Minutes,7,Ren Amamiya,FAZBEAR ENTERTAINMENT INC,636327,65.32$,Truck Still Unloading
1440 Minutes,8,Katie Wilson,Eridian,702373,222.41$,Truck Still Unloading
