Time Increment,Dock #,Truck Driver's Name,Delivery Company,Crate ID,Crate Value,Dock Status
750 Minutes,2,Lara Croft,Siemens,850023,355.45$,Dock Still Occupied
780 Minutes,1,Ryan Oler,LabConnect,544638,93.74$,Truck Still Unloading
780 Minutes,2,Alvedronning,Conseillers en gestion et informatique,143409,290$,Truck Still Unloading
810 Minutes,1,Ryan Oler,LabConnect,103307,179.92$,Truck Still Unloading
810 Minutes,2,Alvedronning,Conseillers en gestion et informatique,794931,306.59$,Truck Still Unloading
840 Minutes,1,Ryan Oler,LabConnect,934089,495.87$,Dock Still Occupied
840 Minutes,2,Alvedronning,Conseillers en gestion et informatique,967584,117.63$,Truck Still Unloading
870 Minutes,1,Master Chief,East Tennessee State University,856300,187$,Truck Still Unloading
870 Minutes,2,Alvedronning,Conseillers en gestion et informatique,763284,59.63$,Dock Still Occupied
900 Minutes,1,Master Chief,East Tennessee State University,114317,342.81$,Truck Still Unloading
900 Minutes,2,Master Chief,Sony,66968,258$,Truck Still Unloading
930 Minutes,1,Master Chief,East Tennessee State University,603971,86.56$,Truck Still Unloading
930 Minutes,2,Master Chief,Sony,421313,238.92$,Truck Still Unloading
960 Minutes,1,Master Chief,East Tennessee State University,958522,303.51$,Dock Still Occupied
960 Minutes,2,Master Chief,Sony,842865,155.65$,Truck Still Unloading
990 Minutes,1,Bucky,East Tennessee State University,86328,311.88$,Truck Still Unloading
990 Minutes,2,Master Chief,Sony,859986,401.89$,Truck Still Unloading
1020 Minutes,1,Bucky,East Tennessee State University,852358,186.35$,Dock Still Occupied
1020 Minutes,2,Master Chief,Sony,498397,394.99$,Truck Still Unloading
1050 Minutes,1,Kratos,Eridian,281075,439.79$,Truck Still Unloading
1050 Minutes,2,Master Chief,Sony,105356,170.68$,Dock Still Occupied
1080 Minutes,1,Kratos,Eridian,117507,380.49$,Truck Still Unloading
1080 Minutes,2,Ren Amamiya,Supergiant Games,570728,120.77$,Truck Still Unloading
1110 Minutes,1,Kratos,Eridian,818294,75.02$,Dock Still Occupied
1110 Minutes,2,Ren Amamiya,Supergiant Games,215999,308.29$,Truck Still Unloading
1140 Minutes,1,Bucky,Xamarin,347072,92.83$,Truck Still Unloading
1140 Minutes,2,Ren Amamiya,Supergiant Games,42711,264.72$,Truck Still Unloading
1170 Minutes,1,Bucky,Xamarin,409619,302.34$,Truck Still Unloading
1170 Minutes,2,Ren Amamiya,Supergiant Games,521535,469.67$,Truck Still Unloading
1200 Minutes,1,Bucky,Xamarin,969547,205.72$,Truck Still Unloading
1200 Minutes,2,Ren Amamiya,Supergiant Games,742136,454.89$,Truck Still Unloading
1230 Minutes,1,Bucky,Xamarin,570654,133.44$,Truck Still Unloading
1230 Minutes,2,Ren Amamiya,Supergiant Games,610391,59.86$,Dock Still Occupied
1260 Minutes,1,Bucky,Xamarin,48841,139.05$,Truck Still Unloading
1260 Minutes,2,Jake Gillenwater,Black Mesa,744760,283.4$,Truck Still Unloading
1290 Minutes,1,Bucky,Xamarin,495716,259.57$,Dock Still Occupied
1290 Minutes,2,Jake Gillenwater,Black Mesa,202213,73.91$,Truck Still Unloading
1320 Minutes,1,Leon Kennedy,Hyperion,520588,325.07$,Truck Still Unloading
1320 Minutes,2,Jake Gillenwater,Black Mesa,618985,375.21$,Truck Still Unloading
1350 Minutes,1,Leon Kennedy,Hyperion,33711,138.86$,Truck Still Unloading
1350 Minutes,2,Jake Gillenwater,Black Mesa,167111,403.41$,Truck Still Unloading
1380 Minutes,1,Leon Kennedy,Hyperion,610879,60.82$,Truck Still Unloading
1380 Minutes,2,Jake Gillenwater,Black Mesa,825093,129.15$,Dock Still Occupied
1410 Minutes,1,Leon Kennedy,Hyperion,297473,259.91$,Truck Still Unloading
1410 Minutes,2,Ruby Young,Salesforce,74064,209.17$,Truck Still Unloading
1440 Minutes,1,Leon Kennedy,Hyperion,69758,244.71$,Dock Still Occupied
1440 Minutes,2,Ruby Young,Salesforce,957605,405.64$,Dock Still Occupied
